COD_TIPO,COD_BE,ORD_TIPO,NOMBRE50,NOMBRE105,OBSERVACIONES,CODIGOCIF,SIGLAVIA,NOMBREVIA,NUMEROVIA,RESTODOM,CODPOSTAL,POBLACION,PROVINCIA,CODPAIS,SERVTASA,TELEFONO,PENDBAJA,NUMFAX,DIRINTERNET,FCHBAJA,MOTBAJA,CODENTSUC,FECHACTUALIZA,FECHAALTA,CODAUT,CODPROV,NOMCOMERCIAL,INDICATIVONC,NOMENTMATRIZ,DIRENTMATRIZ,LOCENTMATRIZ,CPENTMATRIZ,TELENTMATRIZ,FAXENTMATRIZ,INTERNETENTMATRIZ,COD_AUTONOMIA,NOMBRE105_ENT_SUC,NOMBRE35,ANAGRAMA,CODPAISMATRIZ,DESC_VARIACION,SALVAGUARDA,EXCLUSIVIDAD,CORTE_REGISTRAL,CODIGO_LEI,COD_BE_PREVIO,AGRUPACIONGEO,BIC
CC,3165,40000,"CAJA R. S. ISIDRO DE VILAFAMES, S.C.C.V.",CAJA RURAL SAN ISIDRO DE VILAFAMES  S. COOP. DE CREDITO V.,,F12013215,AV,BARCELO,6,,12192,VILAFAMES,CASTELLON,ES,,0964329027,,0964329392,www.grupocooperativocajamar.es/caixaruralvilafames/es/comun/,,,0000,07/11/2017,18/11/1977,,12,,N,,,,,,,,15,,"CAJA R. S. ISIDRO VILAFAMES, SCCV",C.R. VILAFAMES,ES,,,,,635400GCLK5ZHSHH5B80,0000,,CCRIES2A165
CC,3166,40000,"CAIXA RURAL LES COVES DE VINROMA, S.C.C.V.","CAIXA RURAL LES COVES DE VINROMA, S. COOP. DE CREDIT V.",,F12013363,CL,SAN ANTONIO,27,,12185,LES COVES DE VINROMA,CASTELLON,ES,,0964426050,,0964426299,,,,0000,30/10/2014,18/11/1977,,12,,N,,,,,,,,15,,"C.R. LES COVES DE VINROMA, S.C.C.V.",CR COVES VINROM,ES,,,,,95980020140005621036,0000,,BCOEESMM166
CC,3174,40000,"CAIXA R. VINAROS, S.C.C.V.","CAIXA RURAL VINAROS, S. COOP. DE CREDIT. V.",,F12013249,CL,SAN CRISTOBAL,19,,12500,VINAROS,CASTELLON,ES,,0964407280,,0964407281,WWW.RURALVIA.COM,,,0000,11/11/2014,19/09/1978,,12,CAIXA VINAROS,S,,,,,,,,15,,"CAIXA R. VINAROS, S.C.C.V.",CAIXA VINAROS,ES,,,,,95980020140005382222,0000,,BCOEESMM174
CC,3179,40000,"CAJA R. DE ALGINET, S.C.C.V.","CAJA RURAL DE ALGINET, SOCIEDAD COOPERATIVA CREDITO VALENCIANA",,F46163598,CL,VALENCIA,13,,46230,ALGINET,VALENCIA,ES,,0961750400,,0961750433,www.grupocooperativocajamar.es/caixaruralalginet/es/comun/,,,0000,07/11/2017,18/12/1981,,46,,N,,,,,,,,15,,"CAJA R. DE ALGINET, S.C.C.V.",C.R. DE ALGINET,ES,,,,,635400AQCMGMEAGQB886,0000,,CCRIES2A179
CC,3183,40000,CAJA DE ARQUITECTOS S.C.C.,CAJA DE ARQUITECTOS S. COOP. DE CREDITO,,F08809808,CL,BARQUILLO,6,,28004,MADRID,,ES,,0934826810,,0934826801,WWW.ARQUIA.ES,,,0000,02/02/2018,29/03/1983,,28,ARQUIA,S,,,,,,,,12,,CAJA DE ARQUITECTOS S.C.C.,ARQUIA,ES,CAMBIO DE DOMICILIO,,,D,959800AQXRU3780MW094,0000,,CASDESBBXXX
CC,3184,40000,"CAJA DE CREDITO DE ALCOY, C.C.V. (EN LIQUIDACION)","CAJA DE CREDITO DE ALCOY, COOPERATIVA DE CREDITO VALENCIANA (EN LIQUIDACION)",,F03285467,CL,SANTA ROSA,48,,3800,ALCOY,ALICANTE,ES,,0965525112,B,0965524606,,,,0000,09/10/1998,24/08/1987,,03,,N,,,,,,,,15,,"CAJA DE CREDITO DE ALCOY, C.C.V.(L)",CAJA DE ALCOY,ES,,,,,,0000,,
CC,3186,40000,"CAIXA R. ALBALAT DELS SORELLS, C.C.V.","CAIXA RURAL ALBALAT DELS SORELLS, COOPERATIVA DE CREDIT VALENCIANA",,F96828728,CL,PADRE SALVADOR,11,,46135,ALBALAT DELS SORELLS,VALENCIA,ES,,0961490437,,0961495864,www.grupocooperativocajamar.es/caixalbalat/es/comun/,,,0000,07/11/2017,04/05/1999,,46,,N,,,,,,,,15,,"CAIXA R. ALBALAT DELS SORELLS,CCV",ALBALAT,ES,,,,,635400GMYR2GLR32FE78,0000,,CCRIES2A186
CC,3187,40000,"CAJA R. DEL SUR, S. COOP. DE CREDITO","CAJA RURAL DEL SUR, S. COOP. DE CREDITO",,F91119065,CL,MURILLO,2,,41001,SEVILLA,,ES,,0954599100,,0954228160,WWW.RURALVIA.COM/CRDELSUR,,,0000,03/06/2016,16/05/2001,,41,,N,,,,,,,,01,,"CAJA R. DEL SUR, S. COOP. CREDITO",CAJA R. SUR,ES,,,,,95980020140005375335,0000,,BCOEESMM187
CC,3190,40000,"C.R. DE ALBACETE, CIUDAD REAL Y CUENCA, S.C.C.","CAJA RURAL DE ALBACETE, CIUDAD REAL Y CUENCA, SOCIEDAD COOPERATIVA DE CREDITO",,F45755220,CL,TESIFONTE GALLEGO,18,,2002,ALBACETE,ALBACETE,ES,,0925504224,,0925504275,WWW.GLOBALCAJA.ES,,,0000,15/01/2016,08/11/2011,,02,GLOBALCAJA,S,,,,,,,,08,,"C.R. ALBACETE, C. REAL Y CUENCA,SCC",GLOBALCAJA,ES,CAMBIO DE DOMICILIO,,,D,95980020140005484654,0000,,BCOEESMM190
CC,3191,40000,CAJA RURAL DE ARAGON SOC. COOP. DE CREDITO,"CAJA RURAL DE ARAGON, SOCIEDAD COOPERATIVA DE CREDITO",,F99320848,CL,COSO,29,,50003,ZARAGOZA,,ES,,0976763300,,0976763305,,,,0000,07/09/2017,20/09/2011,,50,BANTIERRA,S,,,,,,,,02,,CAJA RURAL DE ARAGON S.C.C.,BANTIERRA,ES,CAMBIO DE DOMICILIO,,,D,95980020140005012943,0000,,BCOEESMM191
EFC,4706,50000,"CATERPILLAR FINANCIAL CORP.FINAN., S.A.E.F.C.","CATERPILLAR FINANCIAL CORPORACION FINANCIERA, SOCIEDAD ANONIMA ESTABLECIMIENTO FINANCIERO CREDITO",,A28125805,,VIA DE LAS DOS CASTILLAS,33,"EDIF. ATICA, 6, PL.4",28224,POZUELO DE ALARCON,MADRID,ES,,0914951300,,0913522609,http://mefinance.cat.com,,,0000,10/07/2013,03/12/1996,,28,,N,,,,,,,,12,,CATERPILLAR FINANCIAL CORP. FINAN.,CATERPILLAR,ES,,,,,,0000,,
EFC,4784,50000,"TRANSOLVER FINANCE, E.F.C., S.A.","TRANSOLVER FINANCE, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A78388600,AV,ARAGON,402,,28022,MADRID,,ES,,0913252271,,0915665555,,,,0000,24/10/2001,31/12/1996,,28,,N,,,,,,,,12,,"TRANSOLVER FINANCE, E.F.C., S.A.",TRANSOLVER,ES,,,,,,0000,,
EFC,4797,50000,"SANTANDER LEASE, S.A. E.F.C.","SANTANDER LEASE, S.A. ESTABLECIMIENTO FINANCIERO DE CREDITO",,A78475209,AV,DE CANTABRIA,S/N,CIUDAD GR. SANTANDER,28660,BOADILLA DEL MONTE,MADRID,ES,,0912890399,,0912571281,WWW.BANSALEASE.COM,,,0000,12/02/2010,30/12/1996,,28,,N,,,,,,,,12,,"SANTANDER LEASE, S.A. E.F.C.",SANTANDER LEASE,ES,CAMBIO DE DENOMINACION,,,N,,0000,,
EFC,4799,50000,"MERCEDES-BENZ FINANCIAL SERVICES ESPAÑA E.F.C.,S.A","MERCEDES-BENZ FINANCIAL SERVICES ESPAÑA E.F.C., S.A.",,A78510260,AV,DE BRUSELAS,30,PG.ARROYO DE LA VEGA,28108,ALCOBENDAS,MADRID,ES,,0917212800,,0917210880,,,,0000,30/12/2008,09/12/1996,,28,,N,,,,,,,,12,,"MERCEDES-BENZ FINA. SERV. ESP. EFC,",MERCEDES EFC,ES,CAMBIO DE DENOMINACION,,,N,,0000,,
EFC,4832,50000,"IBERCAJA LEASING Y FINANCIACION, S.A., E.F.C.","IBERCAJA LEASING Y FINANCIACION, S.A., ESTABLECIMIENTO FINANCIERO DE CREDITO",,A50219807,PS,CONSTITUCION,4,,50008,ZARAGOZA,,ES,,0976231609,,0976232436,,,,0000,20/12/1996,20/12/1996,,50,,N,,,,,,,,02,,IBERCAJA LEASING Y FINANCIACION,IBERCAJA LEASIN,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
EFC,8211,50000,"BANSABADELL FINANCIACION E.F.C., S.A.","BANSABADELL FINANCIACION E.F.C., S.A.",,A58039553,PZ,CATALUNYA,1,PL. 4,8201,SABADELL,BARCELONA,ES,,0937289289,,0937262689,,,,0000,09/12/2003,30/12/1996,,08,,N,,,,,,,,09,,"BANSABADELL FINANCIACION EFC, SA",BANSABADELLFIN,ES,CAMBIO DE DENOMINACION,,,N,,0000,,
